Date,Open,High,Low,Close,Adj Close,Volume
2013-08-02,104.5,105.889999,102.0,104.949997,104.949997,923169
2013-08-03,104.949997,106.0,103.5,105.120003,105.120003,670427
2013-08-04,105.120003,107.769997,105.0,106.720001,106.720001,1647464
2013-08-05,106.720001,107.5,105.110001,106.559998,106.559998,1424757
2013-08-06,106.559998,106.959999,105.220001,105.989998,105.989998,819975
2013-08-07,105.989998,106.650002,100.959999,103.050003,103.050003,2481342
2013-08-08,103.050003,105.790001,101.940002,102.800003,102.800003,1238426
2013-08-09,102.800003,103.900002,102.379997,103.0,103.0,411941
2013-08-10,103.0,105.190002,102.699997,105.0,105.0,853962
2013-08-11,105.0,108.120003,103.5,106.809998,106.809998,2131117
2013-08-12,106.809998,109.639999,104.5,109.599998,109.599998,2014623
2013-08-13,109.599998,115.0,108.0,112.559998,112.559998,5689765
2013-08-14,112.559998,113.32,108.779999,109.989998,109.989998,1759713
2013-08-15,109.989998,112.300003,108.209999,108.989998,108.989998,1484874
2013-08-16,108.989998,114.0,108.230003,112.75,112.75,1430522
2013-08-17,112.75,114.690002,112.0,113.379997,113.379997,1093513
2013-08-18,113.379997,123.75,111.769997,118.5,118.5,6273089
2013-08-19,118.5,123.010002,116.82,121.199997,121.199997,2926824
2013-08-20,121.199997,125.0,119.68,123.300003,123.300003,3760529
2013-08-21,123.300003,124.489998,120.540001,122.0,122.0,1695452
2013-08-22,122.0,122.0,118.440002,118.510002,118.510002,2324780
2013-08-23,118.510002,121.389999,118.019997,119.599998,119.599998,1068849
2013-08-24,119.599998,122.989998,119.139999,122.110001,122.110001,904128
2013-08-25,122.110001,122.970001,119.919998,120.07,120.07,1386290
2013-08-26,120.07,133.0,120.0,131.289993,131.289993,6882690
2013-08-27,131.289993,131.720001,128.020004,128.759995,128.759995,1627390
2013-08-28,128.759995,131.199997,128.179993,129.300003,129.300003,1059179
2013-08-29,129.300003,142.759995,128.559998,138.029999,138.029999,6269713
2013-08-30,138.029999,148.699997,135.889999,141.0,141.0,4452962
2013-08-31,141.0,147.289993,141.0,146.009995,146.009995,2035993
2013-09-01,146.009995,148.5,142.110001,144.0,144.0,1546327
2013-09-02,144.0,148.910004,142.199997,144.0,144.0,2461257
2013-09-03,144.0,145.800003,130.089996,132.509995,132.509995,3945752
2013-09-04,132.509995,137.970001,127.239998,130.199997,130.199997,3561373
2013-09-05,130.199997,134.0,121.900002,121.900002,121.900002,2435581
2013-09-06,121.900002,131.020004,121.25,128.990005,128.990005,1796862
2013-09-07,128.990005,129.869995,124.059998,126.32,126.32,926689
2013-09-08,126.32,137.479996,124.0,133.100006,133.100006,3908439
2013-09-09,133.100006,136.020004,131.380005,132.619995,132.619995,1184452
2013-09-10,132.619995,145.899994,127.5,142.100006,142.100006,5706218
2013-09-11,142.100006,145.520004,137.509995,139.350006,139.350006,2886300
2013-09-12,139.350006,145.600006,137.820007,140.660004,140.660004,2869985
2013-09-13,140.660004,142.0,136.5,136.710007,136.710007,1237692
2013-09-14,136.710007,141.0,135.039993,138.300003,138.300003,886151
2013-09-15,138.300003,142.229996,137.899994,139.419998,139.419998,1480693
2013-09-16,139.419998,141.369995,138.0,139.149994,139.149994,1344189
2013-09-17,139.149994,142.0,139.009995,140.410004,140.410004,1328386
2013-09-18,140.410004,141.199997,131.139999,135.050003,135.050003,2862334
2013-09-19,135.050003,137.279999,131.0,133.809998,133.809998,1484557
2013-09-20,133.809998,135.990005,132.0,134.380005,134.380005,682674
2013-09-21,134.380005,135.0,131.0,134.0,134.0,782376
2013-09-22,134.0,135.0,132.0,133.399994,133.399994,799461
2013-09-23,133.399994,136.589996,132.5,134.779999,134.779999,1148734
2013-09-24,134.779999,138.0,134.699997,135.0,135.0,1293657
2013-09-25,135.0,139.0,134.710007,137.100006,137.100006,886908
2013-09-26,137.100006,142.660004,134.830002,138.929993,138.929993,3757634
2013-09-27,138.929993,143.0,138.020004,142.5,142.5,1918884
2013-09-28,142.5,145.809998,141.360001,143.880005,143.880005,2611317
2013-09-29,143.880005,145.809998,138.119995,141.899994,141.899994,2067367
2013-09-30,141.899994,144.440002,139.410004,140.300003,140.300003,1344565
2013-10-01,140.300003,141.929993,109.699997,123.0,123.0,13888930
2013-10-02,123.0,132.0,120.099998,130.990005,130.990005,4488527
2013-10-03,130.990005,139.800003,128.5,136.820007,136.820007,2491501
2013-10-04,136.820007,138.0,135.300003,136.699997,136.699997,679668
2013-10-05,136.699997,138.0,134.100006,137.800003,137.800003,665512
2013-10-06,137.800003,139.0,135.119995,135.800003,135.800003,1006277
2013-10-07,135.800003,137.779999,135.649994,136.490005,136.490005,707471
2013-10-08,136.490005,142.100006,135.800003,139.5,139.5,2431349
2013-10-09,139.5,141.690002,138.509995,140.410004,140.410004,1551392
2013-10-10,140.410004,141.850006,138.869995,140.100006,140.100006,1013106
2013-10-11,140.100006,143.050003,139.389999,142.889999,142.889999,1559472
2013-10-12,142.889999,147.649994,141.5,147.529999,147.529999,2342049
2013-10-13,147.529999,153.690002,146.029999,151.369995,151.369995,4512823
2013-10-14,151.369995,158.100006,150.619995,158.089996,158.089996,2416464
2013-10-15,158.089996,162.990005,144.199997,152.820007,152.820007,6636228
2013-10-16,152.820007,159.940002,150.75,157.589996,157.589996,2470394
2013-10-17,157.589996,168.289993,156.490005,168.279999,168.279999,4225505
2013-10-18,168.279999,195.800003,167.080002,183.149994,183.149994,10000685
2013-10-19,183.149994,186.100006,177.240005,186.100006,186.100006,2087108
2013-10-20,186.100006,197.369995,183.179993,192.779999,192.779999,4613540
2013-10-21,192.779999,205.5,192.789993,202.990005,202.990005,6761835
2013-10-22,202.990005,227.979996,200.699997,227.970001,227.970001,8526441
2013-10-23,227.970001,233.380005,175.300003,206.979996,206.979996,19649229
2013-10-24,206.979996,208.970001,176.600006,197.880005,197.880005,6934330
2013-10-25,197.880005,198.410004,186.990005,188.559998,188.559998,2322934
2013-10-26,188.559998,207.809998,188.949997,206.910004,206.910004,2633454
2013-10-28,206.910004,209.789993,200.419998,206.899994,206.899994,2287257
2013-10-29,206.899994,216.5,204.199997,216.0,216.0,2119311
2013-10-30,216.0,216.490005,203.990005,208.0,208.0,2853902
2013-10-31,208.0,214.990005,205.429993,211.169998,211.169998,1121246
2013-11-01,211.169998,214.949997,209.710007,213.429993,213.429993,1251780
2013-11-02,213.429993,214.860001,211.0,211.690002,211.690002,1041300
2013-11-03,211.690002,226.949997,212.100006,224.0,224.0,2694954
2013-11-04,224.0,238.979996,221.949997,238.160004,238.160004,4167915
2013-11-05,238.160004,258.869995,229.0,251.300003,251.300003,11094612
2013-11-06,251.300003,272.519989,251.410004,264.100006,264.100006,10223786
2013-11-07,264.100006,324.209991,263.600006,309.649994,309.649994,25582885
2013-11-08,309.649994,358.0,308.01001,355.0,355.0,15072022
2013-11-09,355.0,394.98999,339.98999,367.790009,367.790009,18427776
2013-11-10,367.790009,372.519989,289.959991,336.320007,336.320007,24225281
2013-11-11,336.320007,375.98999,321.410004,362.980011,362.980011,6330618
2013-11-12,362.980011,391.790009,358.970001,380.040009,380.040009,8309810
2013-11-13,380.040009,444.970001,372.170013,434.850006,434.850006,14780190
2013-11-14,434.850006,447.48999,402.540009,433.399994,433.399994,13453174
2013-11-15,433.399994,457.920013,412.970001,433.920013,433.920013,12273745
2013-11-16,433.920013,476.940002,427.980011,461.959991,461.959991,8737836
2013-11-17,461.959991,536.75,456.980011,528.299988,528.299988,13340495
2013-11-18,528.299988,787.929993,521.97998,785.429993,785.429993,45461600
2013-11-19,785.429993,900.919983,502.609985,645.690002,645.690002,69095497
2013-11-20,645.690002,649.98999,453.290009,637.969971,637.969971,50748177
2013-11-21,637.969971,784.320007,595.190002,764.909973,764.909973,27128283
2013-11-22,764.909973,821.98999,682.280029,802.0,802.0,22686962
2013-11-23,802.0,890.030029,799.539978,832.5,832.5,17908081
2013-11-24,832.5,854.98999,745.210022,795.01001,795.01001,20776035
2013-11-25,795.01001,849.98999,758.950012,829.98999,829.98999,21438670
2013-11-26,829.98999,974.960022,825.080017,969.960022,969.960022,28285852
2013-11-27,969.960022,1094.780029,914.27002,1079.890015,1079.890015,37868643
2013-11-28,1079.890015,1224.47998,1032.060059,1101.380005,1101.380005,42912383
2013-11-29,1101.380005,1241.920044,1049.959961,1206.930054,1206.930054,45030632
2013-11-30,1206.930054,1232.939941,1150.160034,1205.660034,1205.660034,18266602
2013-12-01,1205.660034,1216.839966,840.27002,1004.390015,1004.390015,83244488
2013-12-02,1004.390015,1117.72998,974.969971,1096.560059,1096.560059,39234863
2013-12-03,1096.560059,1185.630005,1064.910034,1154.859985,1154.859985,21865760
2013-12-04,1154.859985,1239.699951,1131.349976,1237.550049,1237.550049,19409766
2013-12-05,1237.550049,1239.859985,869.98999,1106.349976,1106.349976,62292919
2013-12-06,1106.349976,1118.930054,800.070007,845.02002,845.02002,50747162
2013-12-07,845.02002,895.960022,576.030029,697.02002,697.02002,70727083
2013-12-08,697.02002,828.960022,653.030029,803.960022,803.960022,23044397
2013-12-09,803.960022,980.030029,787.72998,918.950012,918.950012,24553208
2013-12-10,918.950012,1067.699951,911.960022,1033.719971,1033.719971,21734994
2013-12-11,1033.719971,1056.76001,856.059998,919.929993,919.929993,23051224
2013-12-12,919.929993,940.97998,839.51001,899.97998,899.97998,8798283
2013-12-13,899.97998,989.890015,882.109985,936.77002,936.77002,16173632
2013-12-14,936.77002,947.929993,875.109985,908.940002,908.940002,10532106
2013-12-15,908.940002,927.900024,837.97998,919.880005,919.880005,13302074
2013-12-16,919.880005,924.940002,714.030029,759.919983,759.919983,32899151
2013-12-17,759.919983,779.960022,678.880005,714.969971,714.969971,22933905
2013-12-18,714.969971,716.98999,454.859985,540.97998,540.97998,62529030
2013-12-19,540.97998,745.960022,522.440002,731.950012,731.950012,29980041
2013-12-20,731.950012,774.390015,621.25,649.960022,649.960022,24291048
2013-12-21,649.960022,690.0,610.0,640.47998,640.47998,9550420
2013-12-22,640.47998,699.909973,614.950012,639.48999,639.48999,7693603
2013-12-23,639.48999,724.919983,631.01001,713.23999,713.23999,10210388
2013-12-24,713.23999,729.940002,665.97998,702.75,702.75,7647250
2013-12-25,702.75,709.950012,673.929993,707.25,707.25,3721814
2013-12-26,707.25,829.630005,707.210022,801.97998,801.97998,18209291
2013-12-27,801.97998,836.830017,767.869995,803.049988,803.049988,11073604
2013-12-28,803.049988,805.969971,715.599976,761.98999,761.98999,10127883
2013-12-29,761.98999,803.950012,734.97998,784.960022,784.960022,5448579
2013-12-30,784.960022,818.830017,780.960022,804.830017,804.830017,8411786
2013-12-31,804.830017,813.940002,776.960022,805.940002,805.940002,7294004
2014-01-01,805.940002,829.929993,770.969971,815.940002,815.940002,8663855
2014-01-02,815.940002,886.210022,810.469971,856.909973,856.909973,10826907
2014-01-03,856.909973,888.22998,839.440002,884.26001,884.26001,8409629
2014-01-04,884.26001,932.159973,848.320007,924.690002,924.690002,12784626
2014-01-05,924.690002,1029.859985,911.359985,1014.73999,1014.73999,20789364
2014-01-06,1014.73999,1093.439941,964.73999,1012.650024,1012.650024,23622237
2014-01-07,1012.650024,1043.97998,879.849976,879.900024,879.900024,21753921
2014-01-08,879.900024,966.900024,858.900024,938.840027,938.840027,12942254
2014-01-09,938.840027,964.640015,866.549988,936.950012,936.950012,13202619
2014-01-10,936.950012,964.840027,905.880005,957.76001,957.76001,5909107
2014-01-11,957.76001,1010.840027,935.0,1005.320007,1005.320007,10948175
2014-01-12,1005.320007,1022.669983,922.070007,939.789978,939.789978,9620090
2014-01-13,939.789978,949.23999,879.940002,922.909973,922.909973,9220891
2014-01-14,922.909973,942.469971,904.190002,919.280029,919.280029,3960633
2014-01-15,919.280029,973.090027,915.059998,941.219971,941.219971,6448062
2014-01-16,941.219971,955.530029,910.5,913.48999,913.48999,4720008
2014-01-17,913.48999,929.75,867.219971,894.159973,894.159973,9203107
2014-01-18,894.159973,924.73999,884.73999,905.719971,905.719971,5493742
2014-01-19,905.719971,958.070007,901.880005,954.799988,954.799988,7071649
2014-01-20,954.799988,980.539978,925.960022,955.950012,955.950012,9981282
2014-01-21,955.950012,974.25,943.179993,962.210022,962.210022,6289022
2014-01-22,962.210022,973.940002,934.950012,950.950012,950.950012,4503428
2014-01-23,950.950012,958.059998,936.27002,944.159973,944.159973,1839615
2014-01-24,944.159973,949.52002,902.890015,916.549988,916.549988,5684047
2014-01-25,916.549988,978.409973,915.859985,961.049988,961.049988,7797108
2014-01-26,961.049988,1038.060059,950.659973,1007.0,1007.0,13054605
2014-01-27,1007.0,1021.450012,937.22998,943.539978,943.539978,8052715
2014-01-28,943.539978,972.609985,911.650024,932.679993,932.679993,9757613
2014-01-29,932.679993,950.559998,918.859985,925.669983,925.669983,5254878
2014-01-30,925.669983,953.23999,909.460022,941.390015,941.390015,5026461
2014-01-31,941.390015,954.710022,924.590027,938.849976,938.849976,4024749
2014-02-01,938.849976,969.190002,927.799988,940.419983,940.419983,4118865
2014-02-02,940.419983,959.380005,934.409973,953.309998,953.309998,1495327
2014-02-03,953.309998,959.580017,931.669983,931.710022,931.710022,2601784
2014-02-04,931.710022,949.099976,900.76001,926.640015,926.640015,4250751
2014-02-05,926.640015,939.75,890.049988,904.52002,904.52002,6865987
2014-02-06,904.52002,908.77002,800.929993,828.869995,828.869995,15719958
2014-02-07,828.869995,833.070007,651.72998,695.650024,695.650024,36412212
2014-02-08,695.650024,719.26001,632.080017,648.780029,648.780029,15503790
2014-02-09,648.780029,694.119995,622.530029,659.570007,659.570007,13186251
2014-02-10,659.570007,700.039978,500.040009,582.630005,582.630005,24334044
2014-02-11,582.630005,609.710022,550.219971,578.960022,578.960022,9621820
2014-02-12,578.960022,585.119995,511.899994,531.130005,531.130005,11628634
2014-02-13,531.130005,549.200012,451.329987,451.440002,451.440002,14394464
2014-02-14,451.440002,500.029999,302.179993,427.679993,427.679993,25084223
2014-02-15,427.679993,447.940002,310.079987,371.070007,371.070007,18299075
2014-02-16,371.070007,540.030029,220.369995,299.799988,299.799988,26267622
2014-02-17,299.799988,411.209991,263.359985,272.279999,272.279999,16532226
2014-02-18,272.279999,370.119995,248.309998,293.950012,293.950012,14130126
2014-02-19,293.950012,308.630005,257.23999,261.529999,261.529999,8618299
2014-02-20,261.529999,271.609985,109.220001,111.919998,111.919998,16608347
2014-02-21,111.919998,160.149994,91.660004,111.559998,111.559998,10115923
2014-02-22,111.559998,290.589996,96.720001,255.589996,255.589996,11838225
2014-02-23,255.589996,349.149994,220.309998,310.170013,310.170013,11158706
2014-02-24,310.170013,316.880005,131.850006,174.0,174.0,17929284
2014-02-25,174.0,174.639999,102.330002,135.779999,135.779999,3993023
2014-02-26,135.779999,650.0,522.840027,593.140015,593.140015,383571
2014-02-27,593.140015,629.900024,580.5,596.48999,596.48999,322887
2014-02-28,596.48999,599.0,570.0,573.940002,573.940002,321170
2014-03-01,573.940002,564.070007,262.769989,557.390015,557.390015,250331
2014-03-02,557.390015,562.929993,541.539978,544.559998,544.559998,469498
2014-03-03,544.559998,695.440002,545.419983,662.179993,662.179993,794976
2014-03-04,662.179993,686.219971,645.159973,661.849976,661.849976,947328
2014-03-05,661.849976,665.969971,636.77002,658.299988,658.299988,855787
2014-03-06,658.299988,661.830017,636.219971,648.26001,648.26001,1367401
2014-03-07,648.26001,655.200012,600.309998,616.72998,616.72998,1498290
2014-03-08,616.72998,625.679993,588.580017,609.210022,609.210022,1335982
2014-03-09,609.210022,637.599976,598.51001,627.049988,627.049988,1209993
2014-03-10,627.049988,633.679993,594.700012,612.969971,612.969971,1648979
2014-03-11,612.969971,619.700012,599.919983,608.690002,608.690002,1520733
2014-03-12,608.690002,640.789978,608.200012,619.429993,619.429993,2022394
2014-03-13,619.429993,636.130005,616.059998,625.039978,625.039978,2168407
2014-03-14,625.039978,631.22998,610.609985,614.030029,614.030029,2514218
2014-03-15,614.030029,628.830017,609.179993,624.030029,624.030029,2168732
2014-03-16,624.030029,627.280029,613.169983,619.140015,619.140015,2055390
2014-03-17,619.140015,622.48999,602.73999,606.380005,606.380005,2227123
2014-03-18,606.380005,611.719971,585.659973,598.929993,598.929993,2234320
2014-03-19,598.929993,607.080017,590.140015,594.960022,594.960022,2164735
2014-03-20,594.960022,598.409973,560.349976,565.98999,565.98999,2471474
2014-03-21,565.98999,587.419983,540.219971,549.599976,549.599976,2173864
2014-03-22,549.599976,569.960022,537.159973,564.340027,564.340027,2078360
2014-03-23,564.340027,564.320007,538.630005,551.159973,551.159973,2286135
2014-03-24,551.159973,572.52002,531.27002,567.559998,567.559998,2024402
2014-03-25,567.559998,569.659973,550.429993,562.890015,562.890015,2172190
2014-03-26,562.890015,575.419983,546.26001,562.450012,562.450012,2087611
2014-03-27,562.450012,567.75,460.450012,460.450012,460.450012,2010894
2014-03-28,460.450012,514.950012,453.75,482.609985,482.609985,2022261
2014-03-29,482.609985,494.279999,473.779999,477.109985,477.109985,2087784
2014-03-30,477.109985,479.040009,424.029999,446.920013,446.920013,1769770
2014-03-30,446.920013,473.429993,422.48999,444.660004,444.660004,1850592
2014-03-31,444.660004,487.350006,438.029999,463.450012,463.450012,1845836
2014-04-01,463.450012,480.269989,409.25,424.369995,424.369995,2004152
2014-04-02,424.369995,448.73999,386.670013,436.309998,436.309998,1708540
2014-04-03,436.309998,456.459991,415.51001,444.359985,444.359985,1127311
2014-04-04,444.359985,461.170013,439.369995,456.630005,456.630005,529964
2014-04-05,456.630005,472.380005,446.299988,455.690002,455.690002,1644846
2014-04-06,455.690002,485.059998,447.980011,462.380005,462.380005,1847982
2014-04-07,462.380005,480.690002,457.570007,466.559998,466.559998,1839605
2014-04-08,466.559998,479.660004,451.070007,457.339996,457.339996,1809262
2014-04-09,457.339996,463.450012,384.630005,384.630005,384.630005,1547153
2014-04-10,384.630005,450.399994,355.709991,435.140015,435.140015,2175242
2014-04-11,435.140015,469.829987,428.019989,437.649994,437.649994,2293511
2014-04-12,437.649994,454.149994,409.850006,427.600006,427.600006,2143146
2014-04-13,427.600006,497.829987,420.079987,478.380005,478.380005,3546258
2014-04-14,478.380005,526.630005,466.429993,526.429993,526.429993,3945871
2014-04-15,526.429993,549.049988,496.079987,536.950012,536.950012,4192651
2014-04-16,536.950012,537.030029,486.890015,502.0,502.0,4097576
2014-04-17,502.0,512.150024,472.0,485.519989,485.519989,4112826
2014-04-18,485.519989,516.890015,473.160004,506.019989,506.019989,4154929
2014-04-19,506.019989,522.219971,488.690002,498.51001,498.51001,3879198
2014-04-20,498.51001,524.669983,490.660004,495.160004,495.160004,3688692
2014-04-21,495.160004,520.51001,483.390015,487.910004,487.910004,2824567
2014-04-22,487.910004,509.959991,482.25,487.299988,487.299988,2340457
2014-04-23,487.299988,507.329987,477.220001,500.290009,500.290009,2075376
2014-04-24,500.290009,502.48999,438.329987,464.48999,464.48999,3000226
2014-04-25,464.48999,468.679993,448.570007,457.869995,457.869995,3157540
2014-04-26,457.869995,461.399994,437.390015,443.179993,443.179993,3154922
2014-04-27,443.179993,451.119995,420.779999,441.920013,441.920013,2004954
2014-04-28,441.920013,453.779999,430.709991,446.119995,446.119995,1670352
2014-04-29,446.119995,452.640015,430.890015,445.630005,445.630005,1831533
2014-04-30,445.630005,464.48999,444.51001,460.130005,460.130005,1915772
2014-05-01,460.130005,463.380005,442.0,453.670013,453.670013,1532239
2014-05-02,453.670013,454.200012,429.089996,438.649994,438.649994,1143291
2014-05-03,438.649994,446.609985,428.790009,436.049988,436.049988,1470650
2014-05-04,436.049988,443.859985,426.369995,430.869995,430.869995,1328247
2014-05-05,430.869995,434.950012,420.230011,432.190002,432.190002,1809731
2014-05-06,432.190002,458.779999,423.549988,446.549988,446.549988,2209759
2014-05-07,446.549988,455.5,439.5,441.109985,441.109985,1134338
2014-05-08,441.109985,455.779999,438.5,445.450012,445.450012,1013830
2014-05-09,445.450012,459.459991,441.429993,451.899994,451.899994,210112
2014-05-10,451.899994,455.399994,429.019989,433.230011,433.230011,845213
2014-05-11,433.230011,441.070007,430.190002,438.209991,438.209991,610287
2014-05-12,438.209991,442.269989,432.73999,433.920013,433.920013,1164049
2014-05-13,433.920013,444.279999,433.880005,442.630005,442.630005,978031
2014-05-14,442.630005,450.029999,441.470001,448.100006,448.100006,989003
2014-05-15,448.100006,455.149994,441.859985,453.630005,453.630005,799913
2014-05-16,453.630005,455.940002,452.230011,452.790009,452.790009,776390
2014-05-17,452.790009,454.0,449.040009,450.140015,450.140015,653912
2014-05-18,450.140015,451.690002,441.200012,443.899994,443.899994,602742
2014-05-19,443.899994,486.230011,437.25,484.570007,484.570007,883359
2014-05-20,484.570007,495.209991,481.730011,488.839996,488.839996,689104
2014-05-21,488.839996,519.25,485.549988,515.359985,515.359985,1589075
2014-05-22,515.359985,540.880005,515.179993,518.090027,518.090027,1457339
2014-05-23,518.090027,526.650024,510.420013,520.460022,520.460022,1492790
2014-05-24,520.460022,575.190002,520.530029,570.440002,570.440002,1037758
2014-05-25,570.440002,586.409973,564.650024,582.01001,582.01001,1712997
2014-05-26,582.01001,586.219971,555.280029,570.099976,570.099976,1947436
2014-05-27,570.099976,581.809998,562.559998,570.840027,570.840027,2054559
2014-05-28,570.840027,573.830017,557.700012,564.419983,564.419983,2121556
2014-05-29,564.419983,613.26001,564.02002,612.349976,612.349976,3688564
2014-05-30,612.349976,629.039978,604.72998,627.909973,627.909973,2738340
2014-05-31,627.909973,674.97998,621.950012,649.789978,649.789978,2322782
2014-06-01,649.789978,662.630005,625.460022,655.48999,655.48999,2650871
2014-06-02,655.48999,676.469971,631.419983,669.429993,669.429993,2883100
2014-06-03,669.429993,669.780029,602.099976,638.929993,638.929993,3601867
2014-06-04,638.929993,665.390015,635.590027,660.179993,660.179993,1825395
2014-06-05,660.179993,663.840027,647.119995,650.409973,650.409973,3978265
2014-06-06,650.409973,659.77002,641.02002,651.669983,651.669983,1298892
2014-06-07,651.669983,658.880005,648.669983,651.049988,651.049988,2167689
2014-06-08,651.049988,652.119995,639.080017,644.349976,644.349976,2126014
2014-06-09,644.349976,661.440002,641.679993,655.619995,655.619995,2340867
2014-06-10,655.619995,663.039978,642.280029,642.950012,642.950012,2491455
2014-06-11,642.950012,643.799988,591.119995,597.130005,597.130005,2928622
2014-06-12,597.130005,619.140015,594.869995,610.349976,610.349976,4612164
2014-06-13,610.349976,613.77002,563.679993,583.419983,583.419983,2985483
2014-06-14,583.419983,587.830017,560.849976,582.289978,582.289978,2272289
2014-06-15,582.289978,606.140015,580.450012,599.080017,599.080017,2403694
2014-06-16,599.080017,608.429993,594.859985,605.090027,605.090027,1820590
2014-06-17,605.090027,614.400024,603.609985,606.210022,606.210022,2037434
2014-06-18,606.210022,612.580017,598.669983,600.169983,600.169983,3433287
2014-06-19,600.169983,602.049988,587.099976,590.75,590.75,1312852
2014-06-20,590.75,599.210022,584.820007,597.039978,597.039978,1373722
2014-06-21,597.039978,610.080017,591.98999,603.619995,603.619995,1240859
2014-06-22,603.619995,604.650024,582.859985,591.169983,591.169983,1594834
2014-06-23,591.169983,595.650024,585.409973,588.77002,588.77002,1840620
2014-06-24,588.77002,589.559998,566.880005,568.450012,568.450012,1797681
2014-06-25,568.450012,582.710022,565.849976,582.700012,582.700012,2401035
2014-06-26,582.700012,603.940002,580.140015,602.22998,602.22998,2015064
2014-06-27,602.22998,608.76001,593.969971,597.559998,597.559998,1778752
2014-06-28,597.559998,604.280029,593.190002,601.059998,601.059998,1736172
2014-06-29,601.059998,637.280029,596.549988,635.140015,635.140015,2394861
2014-06-30,635.140015,652.539978,634.090027,643.190002,643.190002,2675353
2014-07-01,643.190002,652.099976,604.580017,645.719971,645.719971,3099761
2014-07-02,645.719971,646.400024,633.580017,638.030029,638.030029,2580980
2014-07-03,638.030029,642.219971,623.039978,623.960022,623.960022,2291612
2014-07-04,623.960022,627.799988,619.690002,622.960022,622.960022,2034965
2014-07-05,622.960022,629.440002,622.650024,626.650024,626.650024,1698242
2014-07-06,626.650024,627.929993,607.320007,613.599976,613.599976,1590944
2014-07-07,613.599976,619.650024,609.349976,615.320007,615.320007,2004899
2014-07-08,615.320007,623.820007,610.530029,623.0,623.0,1920482
2014-07-09,623.0,624.950012,611.659973,618.390015,618.390015,2253171
2014-07-10,618.390015,633.619995,616.109985,632.900024,632.900024,1969199
2014-07-11,632.900024,638.590027,625.900024,635.900024,635.900024,2179286
2014-07-12,635.900024,638.640015,627.539978,628.030029,628.030029,1082830
2014-07-13,628.030029,628.98999,616.059998,618.320007,618.320007,1601572
2014-07-14,618.320007,624.419983,617.299988,619.599976,619.599976,2310446
2014-07-15,619.599976,622.359985,614.150024,614.799988,614.799988,1873008
2014-07-16,614.799988,632.549988,610.01001,626.580017,626.580017,1833775
2014-07-17,626.580017,630.150024,617.919983,627.469971,627.469971,2109225
2014-07-18,627.469971,634.140015,625.140015,627.039978,627.039978,2505181
2014-07-19,627.039978,627.929993,619.960022,620.97998,620.97998,1442853
2014-07-20,620.97998,625.929993,615.02002,625.130005,625.130005,1596614
2014-07-21,625.130005,628.809998,620.0,622.530029,622.530029,2068876
2014-07-22,622.530029,624.98999,621.0,621.690002,621.690002,1372935
2014-07-23,621.690002,621.960022,599.380005,601.869995,601.869995,2896094
2014-07-24,601.869995,609.059998,597.400024,600.5,600.5,3592179
2014-07-25,600.5,602.97998,593.25,596.0,596.0,2095634
2014-07-26,596.0,601.48999,593.690002,595.030029,595.030029,2118021
2014-07-27,595.030029,597.48999,578.140015,587.929993,587.929993,1391966
2014-07-28,587.929993,591.280029,579.530029,585.77002,585.77002,3962906
2014-07-29,585.77002,586.130005,564.179993,564.640015,564.640015,2397473
2014-07-30,564.640015,593.72998,564.01001,589.52002,589.52002,2057947
2014-07-31,589.52002,603.98999,586.429993,598.780029,598.780029,5356663
2014-08-01,598.780029,598.909973,587.419983,591.719971,591.719971,1278807
2014-08-02,591.719971,592.059998,580.619995,588.940002,588.940002,752201
2014-08-03,588.940002,595.090027,586.48999,592.77002,592.77002,2047890
2014-08-04,592.77002,594.25,585.440002,588.76001,588.76001,2429310
2014-08-05,588.76001,593.789978,587.200012,589.77002,589.77002,1785940
2014-08-06,589.77002,595.080017,587.919983,592.799988,592.799988,1485017
2014-08-07,592.799988,608.200012,592.080017,595.849976,595.849976,1873039
2014-08-08,595.849976,595.559998,587.409973,589.52002,589.52002,843722
2014-08-09,589.52002,596.640015,588.059998,592.059998,592.059998,796584
2014-08-10,592.059998,593.619995,571.719971,575.890015,575.890015,1512262
2014-08-11,575.890015,578.289978,561.97998,567.659973,567.659973,1894843
2014-08-12,567.659973,573.51001,523.150024,542.099976,542.099976,2659458
2014-08-13,542.099976,544.940002,495.940002,504.799988,504.799988,5608470
2014-08-14,504.799988,515.23999,483.209991,496.450012,496.450012,2407799
2014-08-15,496.450012,524.25,483.23999,522.01001,522.01001,1956441
2014-08-16,522.01001,524.710022,478.220001,485.5,485.5,1584568
2014-08-17,485.5,493.26001,449.950012,462.179993,462.179993,2991012
2014-08-18,462.179993,487.049988,455.799988,485.119995,485.119995,2458098
2014-08-19,485.119995,521.840027,468.51001,516.780029,516.780029,2965577
2014-08-20,516.780029,537.169983,511.359985,517.940002,517.940002,2974478
2014-08-21,517.940002,524.440002,500.570007,516.099976,516.099976,3116862
2014-08-22,516.099976,516.820007,493.980011,497.679993,497.679993,1596652
2014-08-23,497.679993,514.820007,496.809998,509.709991,509.709991,1294320
2014-08-24,509.709991,511.329987,499.709991,502.929993,502.929993,1409621
2014-08-25,502.929993,516.039978,501.809998,512.559998,512.559998,1831000
2014-08-26,512.559998,527.369995,512.659973,515.22998,515.22998,1982424
2014-08-27,515.22998,521.590027,503.339996,510.75,510.75,2307082
2014-08-28,510.75,515.179993,506.690002,512.559998,512.559998,1876846
